name,arrondissement,address,url,latitude,longitude,lambert93_x,lambert93_y
L'étage,20,"L'étage, 9 rue des amandiers - 75020 Paris 20",https://www.kebab-frites.com/kebab/letage-paris-20.html,48.86591,2.389576,655219.355,6863048.609
Semra,18,"Semra, 27 rue de Clignancourt - 75018 Paris 18",https://www.kebab-frites.com/kebab/semra-paris-18.html,48.885504,2.347255,652132.770,6865252.160
Le Prélud,8,"Le Prélud, 34 rue de Ponthieu - 75008 Paris 08",https://www.kebab-frites.com/kebab/le-prelud-paris-08.html,48.871145,2.308342,649265.280,6863679.833
Le Royal Palace,15,"Le Royal Palace, 337 Rue de Vaugirard - 75015 Paris 15",https://www.kebab-frites.com/kebab/le-royal-palace-paris-15.html,48.837409,2.296982,648398.621,6859936.074
Restaurant Layal,8,"Restaurant Layal, 98 rue de la Boétie - 75008 Paris 08",https://www.kebab-frites.com/kebab/restaurant-layal-paris-08.html,48.872115,2.308816,649300.992,6863787.385
La Parisienne,10,10 Rue des petites écuries - 75010 Paris 10,https://www.kebab-frites.com/kebab/la-parisienne-paris-10.html,48.8732122,2.3533229,652566.539,6863881.730
Restaurant Efes,10,"Restaurant Efes, 25 Rue du faubourd du temple - 75010 Paris 10",https://www.kebab-frites.com/kebab/restaurant-efes-paris-10.html,48.868581,2.366546,653532.295,6863358.911
Délices D'Edessa,10,"Délices D'Edessa, 109 Boulevard de Magenta - 75010 Paris 10",https://www.kebab-frites.com/kebab/delices-dedessa-paris-10.html,48.879104,2.35328,652568.758,6864536.884
1001 Nuits,13,"1001 Nuits, 41 Quai Panhard et Levassor - 75013 Paris 13",https://www.kebab-frites.com/kebab/1001-nuits-paris-13.html,48.829208,2.383238,654722.534,6858971.300
Chamyat,18,"Chamyat, Avenue de Saint Ouen - 75018 Paris 18",https://www.kebab-frites.com/kebab/chamyat-paris-18.html,48.892017,2.327278,650674.018,6865988.664
Cartage II,1,"Cartage II, 35 Rue Saint Denis - 75001 Paris 01",https://www.kebab-frites.com/kebab/cartage-ii-paris-01.html,48.85999600,2.34811900,652172.712,6862415.330
Sandwich Pizza,14,"Sandwich Pizza, 117 Avenue du Général Leclerc - 75014 Paris 14",https://www.kebab-frites.com/kebab/sandwich-pizza-paris-14.html,48.824342,2.326041,650519.092,6858464.577
M K Fast Food,14,"M K Fast Food, 58 rue de la santé - 75014 Paris 14",https://www.kebab-frites.com/kebab/m-k-fast-food-paris-14.html,48.831042,2.341138,651633.678,6859200.184
Apollon,7,"Apollon, 24 Rue Jean Nicot - 75007 Paris 07",https://www.kebab-frites.com/kebab/apollon-paris-07.html,48.859895,2.307616,649201.058,6862429.394
Restaurant Roni,20,"Restaurant Roni, 110 Boulevard Davout - 75020 Paris 20",https://www.kebab-frites.com/kebab/restaurant-roni-paris-20.html,48.858501,2.410036,656714.115,6862213.375
Restaurant Sibel,14,"Restaurant Sibel, 61 rue Raymond Losserand - 75014 Paris 14",https://www.kebab-frites.com/kebab/restaurant-sibel-paris-14.html,48.834447,2.319212,650027.418,6859592.435
Croc Nivert,15,"Croc Nivert, 8 rue de la Croix-Nivert - 75015 Paris 15",https://www.kebab-frites.com/kebab/croc-nivert-paris-15.html,48.8473449,2.3005572,648670.819,6861038.508
Sun Fast Food,10,"Sun Fast Food, 148 rue de la fayette - 75010 Paris 10",https://www.kebab-frites.com/kebab/sun-fast-food-paris-10.html,48.878802,2.355493,652730.785,6864501.976
La fin de la faim,14,"La fin de la faim, 14 boulevard Jourdan - 75014 Paris 14",https://www.kebab-frites.com/kebab/la-fin-de-la-faim-paris-14.html,48.819826,2.34259,651729.882,6857952.211
Merina,10,"Merina, 58 Rue Du Chateau Landon - 75010 Paris 10",https://www.kebab-frites.com/kebab/merina-paris-10.html,48.88403,2.364597,653403.151,6865077.887
Repas Express,17,"Repas Express, 17 rue lemercier - 75017 Paris 17",https://www.kebab-frites.com/kebab/repas-express-paris-17.html,48.886044,2.324263,650447.271,6865326.388
Restaurant Saray,11,"Restaurant Saray, 112 rue du chemin Vert - 75011 Paris 11",https://www.kebab-frites.com/kebab/restaurant-saray-paris-11.html,48.861689,2.383143,654743.774,6862582.934
Snack Kiziroglu Ali Baba,12,"Snack Kiziroglu Ali Baba, 235 Rue De Bercy - 75012 Paris 12",https://www.kebab-frites.com/kebab/snack-kiziroglu-ali-baba-paris-12.html,48.846889,2.369199,653707.636,6860945.386
Marmara kebab,9,"Marmara kebab, 4 Rue Budapest - 75009 Paris 09",https://www.kebab-frites.com/kebab/marmara-kebab-paris-09.html,48.876077,2.327726,650691.775,6864215.956
Snack Bonne Bouffe,10,"Snack Bonne Bouffe, 7 Rue de Chabrol - 75010 Paris 10",https://www.kebab-frites.com/kebab/snack-bonne-bouffe-paris-10.html,48.876501,2.355302,652714.688,6864246.235
L'Express,17,"L'Express, 13 Boulevard des Batignolles - 75017 Paris 17",https://www.kebab-frites.com/kebab/lexpress-paris-17.html,48.882562,2.321676,650254.241,6864940.838
Marmaris,1,"Marmaris, 17 rue Saint Denis - 75001 Paris 01",https://www.kebab-frites.com/kebab/marmaris-paris-01.html,48.85940900,2.34774000,652144.367,6862350.290
Cesme Restauration Rapide,11,"Cesme Restauration Rapide, 34 Rue du Faubourg du Temple - 75011 Paris 11",https://www.kebab-frites.com/kebab/cesme-restauration-rapide-paris-11.html,48.868988,2.368245,653657.287,6863403.168
Restaurant Elite,14,"Restaurant Elite, 4 boulevard Brune - 75014 Paris 14",https://www.kebab-frites.com/kebab/restaurant-elite-paris-14.html,48.82766,2.304644,648951.450,6858847.119
Blue marmara,10,"Blue marmara, 40 boulevard de bonne nouvelle - 75010 Paris 10",https://www.kebab-frites.com/kebab/blue-marmara-paris-10.html,48.870758,2.348612,652218.753,6863611.681
Sandwich Doner,14,"Sandwich Doner, 6 rue Odessa - 75014 Paris 14",https://www.kebab-frites.com/kebab/sandwich-doner-paris-14.html,48.842756,2.324326,650410.703,6860513.081
Kebab Paris,13,108 avenue d'Italie - 75013 Paris 13,https://www.kebab-frites.com/kebab/kebab-paris-paris-13.html,48.8246427,2.3574677,652826.606,6858478.778
Restaurant Méditerranée,6,"Restaurant Méditerranée, 2, Place de l'Odéon - 75006 Paris 06",https://www.kebab-frites.com/kebab/restaurant-mediterranee-paris-05.html,48.850089,2.338522,651459.386,6861319.617
Genç Urfa Durum,10,"Genç Urfa Durum, 11 Rue du Faubourg Saint-Denis - 75010 Paris 10",https://www.kebab-frites.com/kebab/genc-urfa-durum-paris-10.html,48.870251,2.352792,652524.900,6863552.785
Kebab reuilly,12,"Kebab reuilly, 47 Boulevard Reuilly - 75012 Paris 12",https://www.kebab-frites.com/kebab/kebab-reuilly-paris-12.html,48.839591,2.394064,655526.131,6860119.628
Le Baron,8,"Le Baron, 3 Rue de Washington - 75008 Paris 08",https://www.kebab-frites.com/kebab/le-baron-paris-08.html,48.872358,2.301683,648778.032,6863819.008
Le Caravanserail,11,"Le Caravanserail, 2 bis rue neuve popincourt - 75011 Paris 11",https://www.kebab-frites.com/kebab/le-caravanserail-paris-11.html,48.864691,2.373792,654060.392,6862922.133
Croq Chateau,14,"Croq Chateau, 139 rue du chateau - 75014 Paris 14",https://www.kebab-frites.com/kebab/croq-chateau-paris-14.html,48.834602,2.321485,650194.409,6859608.233
Sidi Boussaïd,10,"Sidi Boussaïd, 38 Rue du Faubourg Saint-Denis - 75010 Paris 10",https://www.kebab-frites.com/kebab/sidi-boussaid-paris-10.html,48.871255,2.353576,652583.322,6863663.951
Apollon,10,"Apollon, 87 rue du Faubourg saint Denis - 75010 Paris 10",https://www.kebab-frites.com/kebab/apollon-paris-10.html,48.873779,2.354916,652683.905,6863943.798
Le 32,16,"Le 32, 32 Rue Des Belles Feuilles - 75016 Paris 16",https://www.kebab-frites.com/kebab/le-32-paris-16.html,48.86733,2.281667,647304.800,6863273.107
Pizza Plus,17,"Pizza Plus, 118 Avenue Clichy - 75017 Paris 17",https://www.kebab-frites.com/kebab/pizza-plus-paris-17.html,48.89001,2.321452,650244.931,6865769.152
Asteria,5,"Asteria, 15 Rue de la Huchette - 75005 Paris 05",https://www.kebab-frites.com/kebab/asteria-paris-05.html,48.852911,2.345818,651997.369,6861628.936
Le Baal,1,"Le Baal, 14 Rue Sauval - 75001 Paris 01",https://www.kebab-frites.com/kebab/le-baal-paris-01.html,48.862011,2.34259,651768.934,6862642.744
Restaurant Titanic,14,"Restaurant Titanic, 111 rue Raymond Losserand - 75014 Paris 14",https://www.kebab-frites.com/kebab/restaurant-titanic-paris-14.html,48.832795,2.316096,649797.106,6859410.728
St Eustache Chawarma,2,"St Eustache Chawarma, 20 Rue De Montmartre - 75002 Paris 02",https://www.kebab-frites.com/kebab/st-eustache-chawarma-paris-02.html,48.867924,2.343838,651865.956,6863299.461
Turkish snack,11,"Turkish snack, 26 rue du faubourg du temple - 75011 Paris 11",https://www.kebab-frites.com/kebab/turkish-snack-paris-11.html,48.86850800,2.36670300,653543.747,6863350.702
Mimosa,2,"Mimosa, 159 Rue Montmartre - 75002 Paris 02",https://www.kebab-frites.com/kebab/mimosa-paris-02.html,48.870835,2.342715,651786.272,6863623.827
Chez Igur Gul,11,"Chez Igur Gul, 146 Rue du Chemin Vert - 75011 Paris 11",https://www.kebab-frites.com/kebab/chez-igur-gul-paris-11.html,48.862595,2.386574,654996.270,6862681.713
Les Délices de Broca,13,"Les Délices de Broca, 69 rue Broca - 75013 Paris 13",https://www.kebab-frites.com/kebab/les-delices-de-broca-paris-13.html,48.836928,2.347006,652069.843,6859851.064
Assoce,11,"Assoce, 48 bis Rue Saint Maur - 75011 Paris 11",https://www.kebab-frites.com/kebab/assoce-paris-11.html,48.862395,2.380023,654515.494,6862663.228
Diyar,18,"Diyar, 16 place Jacques Froment - 75018 Paris 18",https://www.kebab-frites.com/kebab/diyar-paris-18.html,48.890878,2.331164,650957.871,6865859.593
New Delice's,16,"New Delice's, 116 rue Michel Ange - 75016 Paris 16",https://www.kebab-frites.com/kebab/new-delices-paris-16.html,48.838915,2.257387,645494.014,6860130.127
Les festins du maghreb,17,"Les festins du maghreb, 14 rue guy moquet - 75017 Paris 17",https://www.kebab-frites.com/kebab/les-festins-du-maghreb-paris-17.html,48.891501,2.320562,650181.099,6865935.504
Kil Bill,20,"Kil Bill, Boulevard davout - 75020 Paris 20",https://www.kebab-frites.com/kebab/kil-bill-paris-20.html,48.855831,2.410039,656712.117,6861916.491
Pamukkale Kebab,11,"Pamukkale Kebab, 141 rue de Charonne - 75011 Paris 11",https://www.kebab-frites.com/kebab/pamukkale-kebab-paris-11.html,48.855283,2.387777,655078.222,6861867.993
Al Boustan,1,"Al Boustan, 21 Rue Montorgueil - 75001 Paris 01",https://www.kebab-frites.com/kebab/al-boustan-paris-01.html,48.864019,2.346454,652054.259,6862863.664
Beyaz,12,"Beyaz, 7 rue Claude Tillier - 75012 Paris 12",https://www.kebab-frites.com/kebab/beyaz-paris-12.html,48.847809,2.38749,655050.717,6861037.113
Micky's Deli,4,"Micky's Deli, 23 bis rue des rosiers - 75004 Paris 04",https://www.kebab-frites.com/kebab/mickys-deli-paris-04.html,48.857508,2.358724,652948.517,6862132.314
Restaurant Delphe,10,"Restaurant Delphe, 130 Rue du Faubourg Saint-Denis - 75010 Paris 10",https://www.kebab-frites.com/kebab/restaurant-delphe-paris-10.html,48.876932,2.356343,652791.429,6864293.536
Ardahan Express,19,"Ardahan Express, 52 rue d'hautpoul - 75019 Paris 19",https://www.kebab-frites.com/kebab/ardahan-express-paris-19.html,48.884971,2.387278,655067.224,6865169.375
Time Food,17,"Time Food, 85 rue des Martyrs - 75017 Paris 17",https://www.kebab-frites.com/kebab/time-food-paris-17.html,48.89172,2.321878,650277.800,6865959.026
Istanbul grill,5,"Istanbul grill, 66 Rue Mouffetard - 75005 Paris 05",https://www.kebab-frites.com/kebab/istanbul-grill-paris-05.html,48.84284,2.349593,652265.141,6860506.850
Restaurant Antioche,20,"Restaurant Antioche, 82 rue des Rigoles - 75020 Paris 20",https://www.kebab-frites.com/kebab/restaurant-antioche-paris-20.html,48.873728,2.390159,655268.837,6863917.586
Restaurant Du Parc,19,"Restaurant Du Parc, 1 Rue Adolphe Mille - 75019 Paris 19",https://www.kebab-frites.com/kebab/restaurant-du-parc-paris-19.html,48.887954,2.389061,655200.541,6865500.056
Golden Food,19,"Golden Food, 132 boulevard de la Villette - 75019 Paris 19",https://www.kebab-frites.com/kebab/golden-food-paris-19.html,48.878655,2.370574,653836.696,6864476.709
Chez le Libanais,6,"Chez le Libanais, 35 rue Saint André des Arts - 75006 Paris 06",https://www.kebab-frites.com/kebab/chez-le-libanais-paris-06.html,48.853309,2.341669,651693.299,6861675.720
Restaurant Pachamanca,3,"Restaurant Pachamanca, 2 impasse berthaud - 75003 Paris 03",https://www.kebab-frites.com/kebab/restaurant-pachamanca-paris-03.html,48.861343,2.353826,652592.640,6862561.663
Antalya,15,"Antalya, 18 rue de l'arrivée - 75015 Paris 15",https://www.kebab-frites.com/kebab/antalya-paris-15.html,48.843146,2.321508,650204.261,6860558.218
Kaza Maza,5,"Kaza Maza, 1 rue de l'école Polytechnique - 75005 Paris 05",https://www.kebab-frites.com/kebab/kaza-maza-paris-05.html,48.84739,2.348173,652165.103,6861013.624
Happy Time,5,"Happy Time, 15 Rue Guy de la Brosse - 75005 Paris 05",https://www.kebab-frites.com/kebab/happy-time-paris-05.html,48.844843,2.35506,652668.187,6860726.272
Le Saint Paul,4,"Le Saint Paul, 61 rue Saint Antoine - 75004 Paris 04",https://www.kebab-frites.com/kebab/le-saint-paul-paris-04.html,48.85413200,2.36379700,653317.699,6861753.921
Elenya,14,"Elenya, 172 rue d'Alésia - 75014 Paris 14",https://www.kebab-frites.com/kebab/elenya-paris-14.html,48.831988,2.313859,649632.120,6859322.423
Montathal Mohamed,14,"Montathal Mohamed, 57 rue beaunier - 75014 Paris 14",https://www.kebab-frites.com/kebab/montathal-mohamed-paris-14.html,48.824593,2.326305,650538.712,6858492.320
Snack La Goulette,4,"Snack La Goulette, Rue de la Verrerie - 75004 Paris 04",https://www.kebab-frites.com/kebab/snack-la-goulette-paris-04.html,48.857973,2.353007,652529.484,6862187.440
Azur Galatasaray,18,"Azur Galatasaray, 76 boulevard ornano - 75018 Paris 18",https://www.kebab-frites.com/kebab/azur-galatasaray-paris-18.html,48.89689,2.345502,652014.716,6866519.287
L'Entracte,12,"L'Entracte, 92 avenue du docteur arnold netter - 75012 Paris 12",https://www.kebab-frites.com/kebab/lentracte-paris-12.html,48.847022,2.406367,656435.329,6860939.026
Restaurant Deluxe,10,"Restaurant Deluxe, 50 Rue du Faubourg Saint-Denis - 75010 Paris 10",https://www.kebab-frites.com/kebab/restaurant-deluxe-paris-10.html,48.871946,2.35397,652612.851,6863740.549
Restaurant Zam Zam,1,"Restaurant Zam Zam, 70 Rue Rambuteau - 75001 Paris 01",https://www.kebab-frites.com/kebab/restaurant-zam-zam-paris-01.html,48.862547,2.347614,652138.006,6862699.286
Resto En Cas,9,"Resto En Cas, 62 Boulevard de Clichy - 75009 Paris 09",https://www.kebab-frites.com/kebab/resto-en-cas-paris-09.html,48.882359,2.33667,651353.629,6864908.924
Etoile de Damas,17,"Etoile de Damas, 40 rue des Dames - 75017 Paris 17",https://www.kebab-frites.com/kebab/etoile-de-damas-paris-17.html,48.884213,2.323156,650364.350,6865123.488
L'arche aux saveurs,8,"L'arche aux saveurs, 3 rue d'Argenson - 75008 Paris 08",https://www.kebab-frites.com/kebab/larche-aux-saveurs-paris-08.html,48.874489,2.317036,649906.205,6864046.110
Restaurant Gulum,19,"Restaurant Gulum, 82 Avenue de Flandre - 75019 Paris 19",https://www.kebab-frites.com/kebab/restaurant-gulum-paris-19.html,48.889557,2.375804,654229.849,6865685.904
Chez Abouhassira,9,"Chez Abouhassira, 4 Rue Geoffroy Marie - 75009 Paris 09",https://www.kebab-frites.com/kebab/chez-abouhassira-paris-09.html,48.873315,2.343698,651860.668,6863898.985
Happy Days,15,"Happy Days, 163 Boulevard Lefébvre - 75015 Paris 15",https://www.kebab-frites.com/kebab/happy-days-paris-15.html,48.82898,2.300756,648667.325,6858996.408
Maison du Gyros,5,"Maison du Gyros, 28 rue de la Huchette - 75005 Paris 05",https://www.kebab-frites.com/kebab/maison-du-gyros-paris-05.html,48.853198,2.345035,651940.180,6861661.324
Le 140,13,"Le 140, 140 Avenue d'italie - 75013 Paris 13",https://www.kebab-frites.com/kebab/le-140-paris-13.html,48.823095,2.357936,652859.588,6858306.412
Le Souvlaki,5,"Le Souvlaki, 23 rue de la Huchette - 75005 Paris 05",https://www.kebab-frites.com/kebab/le-souvlaki-paris-05.html,48.853025,2.345354,651963.427,6861641.894
Turkish Grill & Chicken,20,"Turkish Grill & Chicken, 11 rue de Bagnolet - 75020 Paris 20",https://www.kebab-frites.com/kebab/turkish-grill-chicken-paris-20.html,48.85677,2.395372,655636.759,6862029.041
Le Royal 13,13,"Le Royal 13, 87 Rue De Tolbiac - 75013 Paris 13",https://www.kebab-frites.com/kebab/le-royal-13-paris-13.html,48.827016,2.36721,653543.965,6858736.885
Cheaper Food,13,"Cheaper Food, 5 Boulevard Saint Marcel - 75013 Paris 13",https://www.kebab-frites.com/kebab/cheaper-food-paris-13.html,48.839391,2.360686,653076.159,6860116.707
Restaurant Taksim,18,"Restaurant Taksim, 1 rue forest - 75018 Paris 18",https://www.kebab-frites.com/kebab/restaurant-taksim-paris-18.html,48.884872,2.329341,650818.532,6865192.894
Kebab Gourmets,12,"Kebab Gourmets, 85 rue de Reuilly - 75012 Paris 12",https://www.kebab-frites.com/kebab/kebab-gourmets-paris-12.html,48.844686,2.389875,655223.055,6860688.510
Grill bosphore,19,"Grill bosphore, 8 Avenue Jean Jaures - 75019 Paris 19",https://www.kebab-frites.com/kebab/grill-bosphore-paris-19-1.html,48.882829,2.371017,653872.883,6864940.573
Le Palace,18,"Le Palace, 42 boulevard Ornano - 75018 Paris 18",https://www.kebab-frites.com/kebab/le-palace-paris-18.html,48.894371,2.347611,652167.022,6866237.907
Deniz,12,"Deniz, 81 rue Crozatier - 75012 Paris 12",https://www.kebab-frites.com/kebab/deniz-paris-12.html,48.850276,2.378747,654411.280,6861316.434
Pizza House,13,"Pizza House, 152 Boulevard Vincent Auriol - 75013 Paris 13",https://www.kebab-frites.com/kebab/pizza-house-paris-13.html,48.832432,2.359854,653008.821,6859343.436
Pizza Istambul,20,"Pizza Istambul, 116 Rue d'Avron - 75020 Paris 20",https://www.kebab-frites.com/kebab/pizza-istambul-paris-20.html,48.852835,2.407382,656514.666,6861584.821
La Machoi,18,"La Machoi, 98 boulevard de Rochechouart - 75018 Paris 18",https://www.kebab-frites.com/kebab/la-machoi-paris-18.html,48.882605,2.341712,651723.612,6864933.184
Le Soleil d'Anatolie,10,"Le Soleil d'Anatolie, 141, avenue Parmentier - 75010 Paris 10",https://www.kebab-frites.com/kebab/le-soleil-danatolie-paris-11.html,48.870456,2.370521,653825.541,6863565.066
