id_mutation,date_mutation,longitude,latitude,num_ordre,C_QUINSEE,C_QU,C_AR,L_QU
2018-1394144,2018-07-25,2.347026,48.850948,1,7510504,20,5,Sorbonne
2018-1394146,2018-07-25,2.34774,48.838467,1,7510503,19,5,Val-de-Grace
2018-1394148,2018-07-09,2.350013,48.840654,1,7510502,18,5,Jardin-des-Plantes
2018-1394149,2018-07-30,2.345887,48.844784,1,7510503,19,5,Val-de-Grace
2018-1394152,2018-07-16,2.309776,48.858847,1,7510704,28,7,Gros-Caillou
2018-1394153,2018-07-27,2.338753,48.840653,1,7510503,19,5,Val-de-Grace
2018-1394154,2018-07-24,2.326985,48.849334,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394156,2018-08-10,2.344811,48.850395,1,7510504,20,5,Sorbonne
2018-1394157,2018-07-27,2.349218,48.842966,1,7510503,19,5,Val-de-Grace
2018-1394158,2018-08-10,2.304854,48.854902,1,7510704,28,7,Gros-Caillou
2018-1394159,2018-07-27,2.342743,48.852638,1,7510601,21,6,Monnaie
2018-1394160,2018-07-04,2.328435,48.853145,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394161,2018-08-01,2.331464,48.84361,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394162,2018-08-02,2.327913,48.858783,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394163,2018-07-26,2.334075,48.85239,1,7510602,22,6,Odéon
2018-1394164,2018-07-25,2.351972,48.847335,1,7510501,17,5,Saint-Victor
2018-1394165,2018-08-21,2.317057,48.85344,1,7510702,26,7,Invalides
2018-1394167,2018-08-09,2.325222,48.855008,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394169,2018-08-10,2.352857,48.839306,1,7510502,18,5,Jardin-des-Plantes
2018-1394170,2018-08-08,2.301978,48.857713,1,7510704,28,7,Gros-Caillou
2018-1394172,2018-07-30,2.334173,48.854859,1,7510604,24,6,Saint-Germain-des-Prés
2018-1394173,2018-07-26,2.310437,48.859398,1,7510702,26,7,Invalides
2018-1394173,2018-07-26,2.310437,48.859398,2,7510702,26,7,Invalides
2018-1394174,2018-08-01,2.328626,48.854655,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394175,2018-08-02,2.302813,48.858457,1,7510704,28,7,Gros-Caillou
2018-1394177,2018-07-26,2.34207,48.84673,1,7510504,20,5,Sorbonne
2018-1394178,2018-07-27,2.35176,48.843366,1,7510502,18,5,Jardin-des-Plantes
2018-1394179,2018-08-07,2.321924,48.858148,1,7510702,26,7,Invalides
2018-1394181,2018-07-30,2.343913,48.844746,1,7510503,19,5,Val-de-Grace
2018-1394183,2018-08-02,2.351009,48.84447,1,7510501,17,5,Saint-Victor
2018-1394184,2018-08-23,2.360951,48.841791,1,7510502,18,5,Jardin-des-Plantes
2018-1394184,2018-08-23,2.360951,48.841791,2,7510502,18,5,Jardin-des-Plantes
2018-1394185,2018-08-01,2.346457,48.851901,1,7510504,20,5,Sorbonne
2018-1394186,2018-07-26,2.318887,48.849257,1,7510703,27,7,Ecole-Militaire
2018-1394187,2018-08-07,2.348197,48.850517,1,7510504,20,5,Sorbonne
2018-1394188,2018-08-24,2.326758,48.858496,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394189,2018-08-10,2.306428,48.857625,1,7510704,28,7,Gros-Caillou
2018-1394190,2018-08-21,2.29904,48.852823,1,7510704,28,7,Gros-Caillou
2018-1394191,2018-08-02,2.33826,48.853046,1,7510601,21,6,Monnaie
2018-1394192,2018-07-30,2.340232,48.840319,1,7510503,19,5,Val-de-Grace
2018-1394193,2018-08-10,2.350706,48.850694,1,7510501,17,5,Saint-Victor
2018-1394196,2018-08-07,2.349907,48.841913,1,7510502,18,5,Jardin-des-Plantes
2018-1394198,2018-07-13,2.308502,48.859588,1,7510704,28,7,Gros-Caillou
2018-1394199,2018-07-20,2.35709,48.839124,1,7510502,18,5,Jardin-des-Plantes
2018-1394200,2018-08-06,2.332992,48.854307,1,7510604,24,6,Saint-Germain-des-Prés
2018-1394201,2018-08-21,2.349303,48.850721,1,7510501,17,5,Saint-Victor
2018-1394203,2018-08-03,2.325783,48.849553,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394204,2018-08-21,2.302703,48.85965,1,7510704,28,7,Gros-Caillou
2018-1394205,2018-08-03,2.306955,48.85656,1,7510704,28,7,Gros-Caillou
2018-1394211,2018-08-28,2.353139,48.839112,1,7510502,18,5,Jardin-des-Plantes
2018-1394211,2018-08-28,2.353139,48.839112,2,7510502,18,5,Jardin-des-Plantes
2018-1394211,2018-08-28,2.353139,48.839112,3,7510502,18,5,Jardin-des-Plantes
2018-1394212,2018-08-22,2.334369,48.851715,1,7510602,22,6,Odéon
2018-1394213,2018-08-09,2.301121,48.857554,1,7510704,28,7,Gros-Caillou
2018-1394214,2018-08-03,2.308809,48.85722,1,7510704,28,7,Gros-Caillou
2018-1394215,2018-08-29,2.349039,48.844671,1,7510504,20,5,Sorbonne
2018-1394217,2018-08-29,2.352903,48.843065,1,7510502,18,5,Jardin-des-Plantes
2018-1394219,2018-08-02,2.331854,48.846313,1,7510602,22,6,Odéon
2018-1394221,2018-08-09,2.345521,48.839232,1,7510503,19,5,Val-de-Grace
2018-1394222,2018-08-21,2.321842,48.8603,1,7510702,26,7,Invalides
2018-1394224,2018-08-09,2.337997,48.842989,1,7510602,22,6,Odéon
2018-1394225,2018-08-31,2.324544,48.859768,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394226,2018-08-20,2.349605,48.845008,1,7510501,17,5,Saint-Victor
2018-1394229,2018-08-28,2.352266,48.840552,1,7510502,18,5,Jardin-des-Plantes
2018-1394230,2018-08-27,2.330987,48.857928,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394230,2018-08-27,2.330987,48.857928,2,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394231,2018-08-29,2.356329,48.838856,1,7510502,18,5,Jardin-des-Plantes
2018-1394232,2018-07-23,2.324443,48.848997,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394232,2018-07-23,2.324443,48.848997,2,7510603,23,6,Notre-Dame-des-Champs
2018-1394233,2018-08-28,2.323399,48.854291,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394234,2018-08-22,2.308064,48.855684,1,7510704,28,7,Gros-Caillou
2018-1394235,2018-08-22,2.308064,48.855684,1,7510704,28,7,Gros-Caillou
2018-1394236,2018-08-30,2.339446,48.850238,1,7510602,22,6,Odéon
2018-1394237,2018-08-09,2.34906,48.849231,1,7510501,17,5,Saint-Victor
2018-1394239,2018-09-04,2.356467,48.839477,1,7510502,18,5,Jardin-des-Plantes
2018-1394240,2018-08-23,2.3551,48.845621,1,7510501,17,5,Saint-Victor
2018-1394241,2018-08-22,2.323042,48.85819,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394243,2018-08-31,2.302334,48.857798,1,7510704,28,7,Gros-Caillou
2018-1394244,2018-09-03,2.346654,48.85156,1,7510504,20,5,Sorbonne
2018-1394245,2018-08-29,2.301343,48.857414,1,7510704,28,7,Gros-Caillou
2018-1394246,2018-09-04,2.305578,48.85575,1,7510704,28,7,Gros-Caillou
2018-1394247,2018-08-31,2.303858,48.854931,1,7510704,28,7,Gros-Caillou
2018-1394249,2018-08-22,2.351016,48.838688,1,7510502,18,5,Jardin-des-Plantes
2018-1394250,2018-08-30,2.325368,48.851864,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394251,2018-08-31,2.344938,48.853002,1,7510504,20,5,Sorbonne
2018-1394254,2018-08-30,2.331109,48.842168,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394256,2018-08-30,2.299651,48.860042,1,7510704,28,7,Gros-Caillou
2018-1394257,2018-08-23,2.338771,48.842761,1,7510503,19,5,Val-de-Grace
2018-1394261,2018-08-29,2.339193,48.85427,1,7510601,21,6,Monnaie
2018-1394262,2018-08-10,2.306712,48.85893,1,7510704,28,7,Gros-Caillou
2018-1394263,2018-09-06,2.340873,48.854165,1,7510601,21,6,Monnaie
2018-1394265,2018-08-22,2.341887,48.845159,1,7510503,19,5,Val-de-Grace
2018-1394266,2018-09-07,2.338995,48.851177,1,7510602,22,6,Odéon
2018-1394267,2018-09-07,2.31644,48.856343,1,7510702,26,7,Invalides
2018-1394268,2018-09-07,2.303812,48.859101,1,7510704,28,7,Gros-Caillou
2018-1394269,2018-09-06,2.329987,48.852613,1,7510604,24,6,Saint-Germain-des-Prés
2018-1394271,2018-08-31,2.303024,48.861397,1,7510704,28,7,Gros-Caillou
2018-1394271,2018-08-31,2.303024,48.861397,2,7510704,28,7,Gros-Caillou
2018-1394272,2018-08-30,2.316983,48.847977,1,7510703,27,7,Ecole-Militaire
2018-1394273,2018-08-22,2.331419,48.842737,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394274,2018-09-05,2.35051,48.839303,1,7510502,18,5,Jardin-des-Plantes
2018-1394275,2018-08-28,2.34272,48.847337,1,7510504,20,5,Sorbonne
2018-1394275,2018-08-28,2.34272,48.847337,2,7510504,20,5,Sorbonne
2018-1394276,2018-08-28,2.346859,48.843562,1,7510503,19,5,Val-de-Grace
2018-1394277,2018-09-10,2.329851,48.853009,1,7510604,24,6,Saint-Germain-des-Prés
2018-1394279,2018-08-30,2.306453,48.857522,1,7510704,28,7,Gros-Caillou
2018-1394281,2018-08-29,2.330871,48.857212,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394282,2018-09-04,2.328938,48.858524,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394283,2018-09-06,2.302927,48.857273,1,7510704,28,7,Gros-Caillou
2018-1394285,2018-09-07,2.344951,48.852259,1,7510504,20,5,Sorbonne
2018-1394286,2018-08-07,2.324085,48.84562,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394286,2018-08-07,2.324085,48.84562,2,7510603,23,6,Notre-Dame-des-Champs
2018-1394288,2018-08-28,2.324155,48.85505,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394289,2018-08-28,2.341709,48.845485,1,7510503,19,5,Val-de-Grace
2018-1394290,2018-09-03,2.346231,48.849574,1,7510504,20,5,Sorbonne
2018-1394291,2018-08-29,2.3212,48.847515,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394292,2018-09-12,2.34866,48.843095,1,7510503,19,5,Val-de-Grace
2018-1394294,2018-09-06,2.329618,48.858089,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394296,2018-09-05,2.332769,48.852191,1,7510602,22,6,Odéon
2018-1394297,2018-08-10,2.343959,48.845421,1,7510503,19,5,Val-de-Grace
2018-1394298,2018-08-31,2.35288,48.842002,1,7510502,18,5,Jardin-des-Plantes
2018-1394299,2018-09-07,2.308933,48.849825,1,7510703,27,7,Ecole-Militaire
2018-1394301,2018-09-05,2.33104,48.85184,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394302,2018-08-30,2.34948,48.839635,1,7510503,19,5,Val-de-Grace
2018-1394303,2018-09-07,2.323806,48.844686,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394304,2018-09-05,2.328938,48.858524,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394307,2018-08-31,2.354119,48.843805,1,7510501,17,5,Saint-Victor
2018-1394309,2018-07-19,2.306068,48.855839,1,7510704,28,7,Gros-Caillou
2018-1394311,2018-09-06,2.331929,48.847783,1,7510602,22,6,Odéon
2018-1394311,2018-09-06,2.331929,48.847783,2,7510602,22,6,Odéon
2018-1394312,2018-09-03,2.331464,48.84361,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394313,2018-09-05,2.303686,48.855059,1,7510704,28,7,Gros-Caillou
2018-1394314,2018-09-07,2.301749,48.856151,1,7510704,28,7,Gros-Caillou
2018-1394315,2018-08-22,2.31911,48.846849,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394316,2018-08-30,2.330198,48.855541,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394317,2018-08-17,2.307664,48.855293,1,7510704,28,7,Gros-Caillou
2018-1394317,2018-08-17,2.307664,48.855293,2,7510704,28,7,Gros-Caillou
2018-1394318,2018-08-30,2.351303,48.840184,1,7510502,18,5,Jardin-des-Plantes
2018-1394321,2018-09-06,2.34732,48.850871,1,7510504,20,5,Sorbonne
2018-1394322,2018-09-13,2.303626,48.861466,1,7510704,28,7,Gros-Caillou
2018-1394323,2018-09-12,2.346131,48.851338,1,7510504,20,5,Sorbonne
2018-1394324,2018-09-07,2.344827,48.851225,1,7510504,20,5,Sorbonne
2018-1394327,2018-08-29,2.331493,48.856718,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394328,2018-09-18,2.353588,48.846605,1,7510501,17,5,Saint-Victor
2018-1394331,2018-09-12,2.29913,48.857952,1,7510704,28,7,Gros-Caillou
2018-1394332,2018-09-11,2.301577,48.856371,1,7510704,28,7,Gros-Caillou
2018-1394335,2018-09-12,2.335554,48.850118,1,7510602,22,6,Odéon
2018-1394336,2018-09-14,2.298698,48.858958,1,7510704,28,7,Gros-Caillou
2018-1394337,2018-09-17,2.326731,48.853468,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394337,2018-09-17,2.326731,48.853468,2,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394337,2018-09-17,2.326731,48.853468,3,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394338,2018-09-11,2.332364,48.849336,1,7510602,22,6,Odéon
2018-1394339,2018-09-04,2.335479,48.841238,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394340,2018-09-04,2.298698,48.858958,1,7510704,28,7,Gros-Caillou
2018-1394341,2018-07-26,2.301955,48.859567,1,7510704,28,7,Gros-Caillou
2018-1394341,2018-07-26,2.301955,48.859567,2,7510704,28,7,Gros-Caillou
2018-1394342,2018-09-12,2.353344,48.846042,1,7510501,17,5,Saint-Victor
2018-1394343,2018-09-14,2.326439,48.847934,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394344,2018-09-11,2.348023,48.848266,1,7510504,20,5,Sorbonne
2018-1394345,2018-09-14,2.352628,48.839919,1,7510502,18,5,Jardin-des-Plantes
2018-1394346,2018-09-13,2.318768,48.847157,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394347,2018-08-30,2.310648,48.858374,1,7510702,26,7,Invalides
2018-1394348,2018-09-06,2.299907,48.860407,1,7510704,28,7,Gros-Caillou
2018-1394349,2018-09-13,2.305926,48.857028,1,7510704,28,7,Gros-Caillou
2018-1394351,2018-09-18,2.31088,48.848535,1,7510703,27,7,Ecole-Militaire
2018-1394352,2018-09-04,2.317057,48.85344,1,7510702,26,7,Invalides
2018-1394353,2018-09-17,2.345964,48.838933,1,7510503,19,5,Val-de-Grace
2018-1394354,2018-09-13,2.338911,48.853987,1,7510601,21,6,Monnaie
2018-1394355,2018-09-07,2.335521,48.840313,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394356,2018-09-03,2.338397,48.855185,1,7510601,21,6,Monnaie
2018-1394357,2018-09-10,2.307751,48.857278,1,7510704,28,7,Gros-Caillou
2018-1394358,2018-09-18,2.349303,48.850721,1,7510501,17,5,Saint-Victor
2018-1394359,2018-09-18,2.348862,48.845613,1,7510504,20,5,Sorbonne
2018-1394360,2018-09-14,2.324029,48.845783,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394363,2018-09-14,2.346115,48.845348,1,7510504,20,5,Sorbonne
2018-1394364,2018-08-31,2.327284,48.84693,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394366,2018-09-17,2.317319,48.853857,1,7510702,26,7,Invalides
2018-1394367,2018-09-05,2.317005,48.857441,1,7510702,26,7,Invalides
2018-1394368,2018-09-04,2.303565,48.857497,1,7510704,28,7,Gros-Caillou
2018-1394369,2018-09-07,2.321665,48.847514,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394372,2018-09-03,2.327056,48.848548,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394373,2018-09-24,2.339558,48.839661,1,7510503,19,5,Val-de-Grace
2018-1394374,2018-08-30,2.340913,48.85426,1,7510601,21,6,Monnaie
2018-1394376,2018-08-31,2.336329,48.854966,1,7510604,24,6,Saint-Germain-des-Prés
2018-1394377,2018-09-11,2.351289,48.846029,1,7510501,17,5,Saint-Victor
2018-1394380,2018-09-13,2.317473,48.856592,1,7510702,26,7,Invalides
2018-1394381,2018-09-14,2.348991,48.844324,1,7510503,19,5,Val-de-Grace
2018-1394384,2018-09-17,2.318732,48.852955,1,7510702,26,7,Invalides
2018-1394385,2018-09-13,2.305649,48.860313,1,7510704,28,7,Gros-Caillou
2018-1394386,2018-09-04,2.323057,48.846965,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394387,2018-09-17,2.31088,48.848535,1,7510703,27,7,Ecole-Militaire
2018-1394388,2018-09-20,2.346703,48.852314,1,7510504,20,5,Sorbonne
2018-1394389,2018-09-06,2.351919,48.847964,1,7510501,17,5,Saint-Victor
2018-1394390,2018-09-06,2.318304,48.848519,1,7510703,27,7,Ecole-Militaire
2018-1394391,2018-09-18,2.347958,48.85076,1,7510504,20,5,Sorbonne
2018-1394392,2018-09-13,2.325155,48.844776,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394393,2018-09-06,2.338244,48.853497,1,7510601,21,6,Monnaie
2018-1394393,2018-09-06,2.338244,48.853497,2,7510601,21,6,Monnaie
2018-1394396,2018-09-14,2.341911,48.84603,1,7510503,19,5,Val-de-Grace
2018-1394397,2018-09-21,2.311371,48.85136,1,7510703,27,7,Ecole-Militaire
2018-1394399,2018-09-10,2.354343,48.844154,1,7510501,17,5,Saint-Victor
2018-1394401,2018-09-11,2.343126,48.849413,1,7510504,20,5,Sorbonne
2018-1394402,2018-09-14,2.34105,48.842343,1,7510503,19,5,Val-de-Grace
2018-1394403,2018-09-12,2.335166,48.854923,1,7510604,24,6,Saint-Germain-des-Prés
2018-1394404,2018-09-05,2.354445,48.838115,1,7510502,18,5,Jardin-des-Plantes
2018-1394405,2018-09-14,2.3467,48.851482,1,7510504,20,5,Sorbonne
2018-1394407,2018-09-13,2.301376,48.858939,1,7510704,28,7,Gros-Caillou
2018-1394408,2018-08-31,2.325948,48.850373,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394409,2018-09-17,2.319624,48.853181,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394411,2018-09-12,2.350047,48.839978,1,7510502,18,5,Jardin-des-Plantes
2018-1394413,2018-09-14,2.346703,48.852314,1,7510504,20,5,Sorbonne
2018-1394414,2018-09-13,2.347743,48.844285,1,7510503,19,5,Val-de-Grace
2018-1394417,2018-09-12,2.350017,48.840195,1,7510502,18,5,Jardin-des-Plantes
2018-1394418,2018-09-18,2.340202,48.839123,1,7510503,19,5,Val-de-Grace
2018-1394419,2018-09-04,2.322717,48.84916,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394420,2018-09-04,2.338918,48.853806,1,7510601,21,6,Monnaie
2018-1394421,2018-09-14,2.342491,48.853097,1,7510601,21,6,Monnaie
2018-1394422,2018-09-20,2.318379,48.849553,1,7510703,27,7,Ecole-Militaire
2018-1394423,2018-09-13,2.326731,48.853468,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394425,2018-09-17,2.343575,48.853082,1,7510601,21,6,Monnaie
2018-1394426,2018-09-14,2.308477,48.853132,1,7510703,27,7,Ecole-Militaire
2018-1394429,2018-09-14,2.325127,48.844626,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394430,2018-09-06,2.319447,48.847163,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394432,2018-09-21,2.331993,48.857989,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394433,2018-09-18,2.330327,48.853148,1,7510604,24,6,Saint-Germain-des-Prés
2018-1394434,2018-09-06,2.353699,48.845867,1,7510501,17,5,Saint-Victor
2018-1394435,2018-09-14,2.308593,48.861316,1,7510704,28,7,Gros-Caillou
2018-1394436,2018-09-14,2.340835,48.852671,1,7510601,21,6,Monnaie
2018-1394438,2018-09-17,2.329838,48.843302,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394438,2018-09-17,2.329838,48.843302,2,7510603,23,6,Notre-Dame-des-Champs
2018-1394438,2018-09-17,2.329838,48.843302,3,7510603,23,6,Notre-Dame-des-Champs
2018-1394440,2018-09-11,2.352871,48.846216,1,7510501,17,5,Saint-Victor
2018-1394441,2018-09-17,2.317911,48.857882,1,7510702,26,7,Invalides
2018-1394443,2018-09-21,2.34003,48.84024,1,7510503,19,5,Val-de-Grace
2018-1394445,2018-09-21,2.348851,48.85134,1,7510504,20,5,Sorbonne
2018-1394446,2018-09-17,2.317903,48.846724,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394448,2018-09-24,2.328881,48.842597,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394449,2018-09-20,2.305325,48.860987,1,7510704,28,7,Gros-Caillou
2018-1394450,2018-09-17,2.331478,48.85656,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394452,2018-08-30,2.333146,48.841498,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394453,2018-09-13,2.32259,48.845498,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394453,2018-09-13,2.32259,48.845498,2,7510603,23,6,Notre-Dame-des-Champs
2018-1394454,2018-09-27,2.305976,48.858313,1,7510704,28,7,Gros-Caillou
2018-1394456,2018-09-10,2.340546,48.845799,1,7510503,19,5,Val-de-Grace
2018-1394457,2018-09-05,2.317481,48.857842,1,7510702,26,7,Invalides
2018-1394459,2018-09-14,2.335428,48.857416,1,7510604,24,6,Saint-Germain-des-Prés
2018-1394460,2018-09-14,2.300915,48.856675,1,7510704,28,7,Gros-Caillou
2018-1394461,2018-09-25,2.307208,48.858964,1,7510704,28,7,Gros-Caillou
2018-1394462,2018-09-13,2.299772,48.858237,1,7510704,28,7,Gros-Caillou
2018-1394463,2018-09-11,2.313743,48.849934,1,7510703,27,7,Ecole-Militaire
2018-1394464,2018-09-07,2.326447,48.848536,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394465,2018-09-24,2.301071,48.858327,1,7510704,28,7,Gros-Caillou
2018-1394468,2018-09-20,2.301785,48.859176,1,7510704,28,7,Gros-Caillou
2018-1394470,2018-09-07,2.32467,48.847808,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394471,2018-09-25,2.322819,48.848125,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394473,2018-09-12,2.327818,48.847052,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394474,2018-09-24,2.318304,48.848519,1,7510703,27,7,Ecole-Militaire
2018-1394475,2018-09-05,2.331289,48.847917,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394478,2018-09-17,2.304887,48.858968,1,7510704,28,7,Gros-Caillou
2018-1394479,2018-09-24,2.351206,48.841906,1,7510502,18,5,Jardin-des-Plantes
2018-1394480,2018-09-10,2.318049,48.848709,1,7510703,27,7,Ecole-Militaire
2018-1394481,2018-09-18,2.323806,48.844686,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394483,2018-09-25,2.34474,48.852194,1,7510504,20,5,Sorbonne
2018-1394485,2018-09-24,2.359429,48.839557,1,7510502,18,5,Jardin-des-Plantes
2018-1394486,2018-09-24,2.317126,48.850233,1,7510703,27,7,Ecole-Militaire
2018-1394488,2018-09-13,2.338303,48.839613,1,7510503,19,5,Val-de-Grace
2018-1394489,2018-07-25,2.341036,48.85321,1,7510601,21,6,Monnaie
2018-1394490,2018-09-25,2.350773,48.839338,1,7510502,18,5,Jardin-des-Plantes
2018-1394491,2018-09-27,2.318887,48.849257,1,7510703,27,7,Ecole-Militaire
2018-1394493,2018-09-06,2.331723,48.853472,1,7510604,24,6,Saint-Germain-des-Prés
2018-1394494,2018-09-13,2.348521,48.852046,1,7510504,20,5,Sorbonne
2018-1394495,2018-09-21,2.331008,48.857675,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394498,2018-09-24,2.332728,48.852993,1,7510604,24,6,Saint-Germain-des-Prés
2018-1394499,2018-09-06,2.357102,48.84112,1,7510502,18,5,Jardin-des-Plantes
2018-1394500,2018-09-18,2.34774,48.838467,1,7510503,19,5,Val-de-Grace
2018-1394501,2018-09-14,2.300723,48.857609,1,7510704,28,7,Gros-Caillou
2018-1394503,2018-09-28,2.330065,48.854293,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394504,2018-09-26,2.332012,48.849579,1,7510602,22,6,Odéon
2018-1394505,2018-09-18,2.343296,48.852249,1,7510601,21,6,Monnaie
2018-1394506,2018-09-20,2.340749,48.840163,1,7510503,19,5,Val-de-Grace
2018-1394507,2018-09-07,2.337734,48.85421,1,7510601,21,6,Monnaie
2018-1394508,2018-09-28,2.297487,48.85369,1,7510704,28,7,Gros-Caillou
2018-1394509,2018-09-25,2.320639,48.846828,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394510,2018-09-10,2.337188,48.854826,1,7510601,21,6,Monnaie
2018-1394513,2018-09-05,2.346918,48.838575,1,7510503,19,5,Val-de-Grace
2018-1394514,2018-09-07,2.325882,48.847692,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394515,2018-09-28,2.300661,48.860741,1,7510704,28,7,Gros-Caillou
2018-1394516,2018-09-07,2.308807,48.855388,1,7510704,28,7,Gros-Caillou
2018-1394517,2018-09-18,2.351876,48.843649,1,7510502,18,5,Jardin-des-Plantes
2018-1394518,2018-09-14,2.327265,48.855839,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394519,2018-09-19,2.33484,48.852074,1,7510602,22,6,Odéon
2018-1394520,2018-09-04,2.339717,48.849549,1,7510602,22,6,Odéon
2018-1394523,2018-09-12,2.349012,48.840941,1,7510503,19,5,Val-de-Grace
2018-1394524,2018-09-14,2.318379,48.849553,1,7510703,27,7,Ecole-Militaire
2018-1394525,2018-09-12,2.338519,48.841203,1,7510503,19,5,Val-de-Grace
2018-1394526,2018-09-13,2.339917,48.853651,1,7510601,21,6,Monnaie
2018-1394528,2018-09-25,2.314252,48.850161,1,7510703,27,7,Ecole-Militaire
2018-1394530,2018-09-28,2.314145,48.851965,1,7510703,27,7,Ecole-Militaire
2018-1394530,2018-09-28,2.314145,48.851965,2,7510703,27,7,Ecole-Militaire
2018-1394531,2018-09-25,2.331008,48.857675,1,7510701,25,7,Saint-Thomas-d'Aquin
2018-1394532,2018-09-19,2.342886,48.841157,1,7510503,19,5,Val-de-Grace
2018-1394532,2018-09-19,2.342886,48.841157,2,7510503,19,5,Val-de-Grace
2018-1394533,2018-09-24,2.319808,48.845688,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394533,2018-09-24,2.319808,48.845688,2,7510603,23,6,Notre-Dame-des-Champs
2018-1394534,2018-09-13,2.331725,48.851825,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394535,2018-09-20,2.326478,48.847796,1,7510603,23,6,Notre-Dame-des-Champs
2018-1394536,2018-09-17,2.317481,48.857842,1,7510702,26,7,Invalides
2018-1394537,2018-09-22,2.348193,48.848493,1,7510504,20,5,Sorbonne
2018-1394537,2018-09-22,2.348193,48.848493,2,7510504,20,5,Sorbonne
2018-1394538,2018-09-24,2.336269,48.855882,1,7510604,24,6,Saint-Germain-des-Prés
2018-1394540,2018-09-25,2.348375,48.843718,1,7510503,19,5,Val-de-Grace
2018-1394541,2018-09-25,2.308807,48.855388,1,7510704,28,7,Gros-Caillou
2018-1394542,2018-09-20,2.350435,48.841357,1,7510502,18,5,Jardin-des-Plantes
2018-1394543,2018-09-06,2.336216,48.85489,1,7510604,24,6,Saint-Germain-des-Prés
2018-1394544,2018-09-27,2.354343,48.844154,1,7510501,17,5,Saint-Victor
2018-1394545,2018-09-28,2.340013,48.84865,1,7510602,22,6,Odéon
