,id_mutation,num_ordre,Distance_Complete,DPE_Complete,Date_dpe_Complete,DPE1,DPE2,DPE3,DPE4,DPE5,DPE6,DPE7,DPE1old,DPE2old,DPE3old,DPE4old,DPE5old,DPE6old,DPE7old
7072,2018-1398522,1,30.477802145991305,1,20180213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7073,2018-1398523,1,32.77990300098294,7,20180122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7074,2018-1398525,1,29.385808146044624,7,20160411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7075,2018-1398526,1,13.722872093913537,6,20180628,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7076,2018-1398529,1,28.064244338524894,6,20180607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7077,2018-1398530,1,15.40559329575089,4,20180518,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7078,2018-1398531,1,17.71697022581205,6,20181003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7079,2018-1398532,1,21.275521930235783,6,20180330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7080,2018-1398533,1,47.931512554161365,5,20161114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7081,2018-1398535,1,18.73232149230377,4,20180507,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7082,2018-1398536,1,17.155182067752342,5,20180420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7083,2018-1398538,1,17.128353294936293,5,20180223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7084,2018-1398539,1,45.03340202881453,3,20180613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7085,2018-1398541,1,22.064640124678075,5,20180330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7086,2018-1398543,1,8.088468217316363,7,20161125,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7087,2018-1398544,1,19.788555232526853,4,20180820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7088,2018-1398545,1,12.936561147603149,5,20180716,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7089,2018-1398546,1,29.80846372392062,5,20151019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7090,2018-1398547,1,31.146204135151283,6,20170907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7091,2018-1398547,2,31.146204135151283,6,20170907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7092,2018-1398547,3,31.146204135151283,6,20170907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7093,2018-1398548,1,16.075817282985238,4,20171127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7094,2018-1398550,1,85.2686411059589,7,20180928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7095,2018-1398552,1,17.59556675968604,5,20160629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7096,2018-1398553,1,30.561237011220978,6,20180702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7097,2018-1398554,1,26.890876303029145,3,20180529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7098,2018-1398556,1,14.072333728591845,7,20180621,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7099,2018-1398557,1,22.408123231391823,7,20131117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7100,2018-1398558,1,18.631349958041483,3,20131009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7101,2018-1398559,1,6.384183144441269,4,20180920,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7102,2018-1398561,1,8.77085403450521,4,20180420,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7103,2018-1398562,1,33.861263260186455,5,20180604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7104,2018-1398563,1,20.43369360390194,5,20180920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7105,2018-1398566,1,20.872987172406507,4,20180711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7106,2018-1398567,1,37.84963168593128,3,20151026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7107,2018-1398568,1,13.000025648659422,6,20171023,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7108,2018-1398569,1,18.967626587977726,5,20180615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7109,2018-1398571,1,10.48884515788958,4,20180821,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7110,2018-1398572,1,29.777360163625314,5,20180414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7111,2018-1398573,1,10.14074013102864,6,20180222,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7112,2018-1398575,1,25.980937164502397,3,20171031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7113,2018-1398576,1,36.974655997654914,6,20180412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7114,2018-1398578,1,15.5190828483178,5,20150505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7115,2018-1398579,1,17.391573511506547,1,20180713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7116,2018-1398580,1,19.62781747544755,6,20140114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7117,2018-1398581,1,9.009691362490527,4,20180222,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7118,2018-1398582,1,19.502942314397774,6,20180808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7119,2018-1398583,1,17.603536484341486,6,20180709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7120,2018-1398583,2,17.603536484341486,6,20180709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7121,2018-1398584,1,31.43409515872455,4,20180302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7122,2018-1398585,1,7.8980253084143355,6,20180502,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7123,2018-1398586,1,29.70467354892577,4,20180329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7124,2018-1398587,1,18.73232149230377,4,20180507,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7125,2018-1398587,2,18.73232149230377,4,20180507,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7126,2018-1398588,1,13.992976501149776,4,20180523,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7127,2018-1398589,1,27.588507289704793,4,20180731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7128,2018-1398590,1,38.52388827948894,3,20180327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7129,2018-1398591,1,35.85096792084032,4,20181008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7130,2018-1398592,1,6.5832919686975,6,20170214,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7131,2018-1398593,1,62.615440712697584,1,20180316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7132,2018-1398596,1,12.0274129847094,6,20180702,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7133,2018-1398597,1,19.900365234369186,4,20181004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7134,2018-1398601,1,13.71128246493418,3,20180418,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7135,2018-1398602,1,14.69062857026794,7,20180219,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7136,2018-1398604,1,29.403202440064774,4,20180719,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7137,2018-1398605,1,7.193620088046945,4,20180528,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7138,2018-1398606,1,18.92622179080287,4,20161201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7139,2018-1398608,1,20.020390146333522,5,20171206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7140,2018-1398611,1,21.520164001326183,5,20180605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7141,2018-1398612,1,47.798783832554115,4,20180620,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7142,2018-1398613,1,9.930099590784584,6,20180314,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7143,2018-1398615,1,19.968612267353947,1,20180530,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7144,2018-1398617,1,14.09656259100977,1,20160606,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7145,2018-1398619,1,29.34314647516017,3,20180529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7146,2018-1398621,1,33.10848367370517,4,20180221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7147,2018-1398622,1,26.789642979081368,5,20171205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7148,2018-1398623,1,9.7387286915527,4,20181002,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7149,2018-1398624,1,9.62455377594627,4,20180214,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7150,2018-1398626,1,24.778471753510612,5,20181010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7151,2018-1398627,1,36.06941656754716,7,20180906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7152,2018-1398629,1,13.95145235632866,1,20140625,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7153,2018-1398630,1,33.19469591459211,6,20151210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7154,2018-1398631,1,14.81986017869863,3,20180623,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7155,2018-1398632,1,12.651271132945537,7,20180712,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7156,2018-1398633,1,10.14074013102864,6,20180222,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7157,2018-1398634,1,20.17647756946585,3,20180924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7158,2018-1398635,1,27.346988011777558,4,20180214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7159,2018-1398636,1,8.699652416892414,1,20170607,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7160,2018-1398637,1,18.188418849194694,5,20180813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7161,2018-1398637,2,18.188418849194694,5,20180813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7162,2018-1398638,1,19.829693454625584,2,20181001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7163,2018-1398639,1,36.3450094720859,5,20180321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7164,2018-1398640,1,11.248069837595553,3,20180611,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7165,2018-1398641,1,25.35723896912691,4,20180628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7166,2018-1398645,1,53.49015053563371,5,20180530,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7167,2018-1398646,1,40.08679397260296,6,20180307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7168,2018-1398648,1,29.11609152670354,6,20170116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7169,2018-1398649,1,14.91026375025817,5,20170119,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7170,2018-1398650,1,27.49778869330459,4,20180419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7171,2018-1398652,1,37.024024125109925,5,20180514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7172,2018-1398653,1,11.122598698288844,4,20180205,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7173,2018-1398655,1,34.9358934912024,6,20180709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7174,2018-1398656,1,50.06107953477857,7,20180612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7175,2018-1398657,1,28.90461568316493,5,20180717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7176,2018-1398658,1,29.528959720636514,5,20180315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7177,2018-1398659,1,20.354602165839825,7,20180416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7178,2018-1398662,1,38.20980062504866,5,20180604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7179,2018-1398664,1,17.388329716521255,7,20180803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7180,2018-1398665,1,39.2461821883974,6,20180525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7181,2018-1398667,1,53.843011864969334,4,20180731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7182,2018-1398668,1,18.970505856400898,3,20180628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7183,2018-1398669,1,38.01930147200857,4,20170518,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7184,2018-1398670,1,25.461798499931444,5,20180330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7185,2018-1398671,1,33.45033214514291,4,20170825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7186,2018-1398672,1,22.151379286408222,3,20180123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7187,2018-1398674,1,30.485955449577443,6,20170510,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7188,2018-1398675,1,20.4251585977974,5,20180818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7189,2018-1398678,1,32.58088576754297,5,20180202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7190,2018-1398679,1,29.383044391122827,4,20181005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7191,2018-1398680,1,29.385808146044624,7,20160411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7192,2018-1398681,1,16.31751973110287,5,20180209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7193,2018-1398682,1,8.735929004273602,4,20150606,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7194,2018-1398683,1,11.686795802873876,7,20170911,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7195,2018-1398688,1,58.34815190278498,6,20180820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7196,2018-1398689,1,57.74765926714819,6,20180607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7197,2018-1398693,1,56.72875956717524,3,20180709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7198,2018-1398695,1,21.107869665430872,3,20170224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7199,2018-1398697,1,13.13866962383406,3,20180228,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7200,2018-1398700,1,34.868173259591245,3,20181002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7201,2018-1398701,1,25.86248662246449,4,20180213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7202,2018-1398703,1,14.814532598610214,4,20180205,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7203,2018-1398704,1,56.505390183311,5,20180207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7204,2018-1398705,1,31.32065724046065,6,20180314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7205,2018-1398706,1,23.943589381652405,5,20180619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7206,2018-1398707,1,7.43605822764922,2,20180606,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7207,2018-1398709,1,15.858084862203363,3,20180906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7208,2018-1398710,1,9.53366697658856,6,20180530,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7209,2018-1398711,1,62.77347029640651,5,20180321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7210,2018-1398713,1,28.441700834751373,1,20180524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7211,2018-1398714,1,11.235309609653855,4,20180417,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7212,2018-1398716,1,42.064784824455515,6,20180416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7213,2018-1398716,2,42.064784824455515,6,20180416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7214,2018-1398718,1,19.579124312693114,4,20181010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7215,2018-1398719,1,30.485955449577443,6,20170510,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7216,2018-1398720,1,19.05747451553797,6,20180717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7217,2018-1398721,1,28.471844439874985,3,20180820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7218,2018-1398722,1,39.31058023444574,3,20180628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7219,2018-1398723,1,17.765734670219665,4,20180326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7220,2018-1398724,1,34.629388573691465,3,20180620,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7221,2018-1398725,1,11.480854763940169,6,20180626,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7222,2018-1398727,1,8.801514768322184,3,20141212,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7223,2018-1398728,1,30.556048802681865,4,20171204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7224,2018-1398729,1,56.72875956717524,3,20180709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7225,2018-1398730,1,22.106094024246833,4,20180216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7226,2018-1398732,1,35.7019461830165,4,20180328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7227,2018-1398734,1,33.85759566250072,1,20180130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7228,2018-1398735,1,20.513447568591594,5,20180625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7229,2018-1398737,1,26.211722942198715,5,20180808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7230,2018-1398739,1,15.789462829736694,5,20180315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7231,2018-1398740,1,28.667946950436686,1,20150424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7232,2018-1398742,1,18.327182769129454,4,20180724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7233,2018-1398746,1,36.7472474845096,5,20180524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7234,2018-1398748,1,20.257168580158428,5,20180704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7235,2018-1398749,1,20.928172596351605,6,20180228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7236,2018-1398750,1,17.76178813767759,4,20180613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7237,2018-1398751,1,24.142317987611946,7,20180724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7238,2018-1398754,1,57.698808586083295,4,20180705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7239,2018-1398755,1,36.09817005998382,6,20180316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7240,2018-1398757,1,36.438225159021286,7,20180816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7241,2018-1398759,1,15.717409035747227,4,20180718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7242,2018-1398760,1,64.66958400092001,6,20180813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7243,2018-1398762,1,21.520164001326183,5,20180605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7244,2018-1398764,1,59.27168846603765,3,20180903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7245,2018-1398765,1,12.791083621453952,4,20180604,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7246,2018-1398766,1,24.956738853906728,4,20170619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7247,2018-1398767,1,24.036570992109706,5,20170304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7248,2018-1398770,1,14.29270344938415,5,20180115,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7249,2018-1398771,1,12.247649321519361,6,20170626,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7250,2018-1398772,1,20.928172596351605,6,20180228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7251,2018-1398774,1,31.819978408913872,4,20180824,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7252,2018-1398775,1,45.80312582605652,6,20180608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7253,2018-1398776,1,62.615440712697584,1,20180316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7254,2018-1398778,1,56.72875956717524,3,20180709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7255,2018-1398779,1,51.60132496409961,4,20180315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7256,2018-1398780,1,19.0074894025223,4,20180808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7257,2018-1398781,1,15.009953671563016,4,20170828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7258,2018-1398786,1,14.490995601791145,1,20180619,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7259,2018-1398787,1,9.329534558939287,1,20180619,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7260,2018-1398788,1,22.667296224053302,1,20180409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7261,2018-1398790,1,23.349168896008074,3,20150205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7262,2018-1398791,1,25.51556566154608,5,20181011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7263,2018-1398791,2,25.51556566154608,5,20181011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7264,2018-1398792,1,22.469349779029603,5,20180925,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7265,2018-1398793,1,29.91723427587062,3,20180606,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7266,2018-1398794,1,16.16927477722422,4,20180630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7267,2018-1398795,1,25.265611097984568,5,20180130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7268,2018-1398797,1,21.421271002325874,4,20180514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7269,2018-1398800,1,7.914743620275382,5,20180103,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7270,2018-1398801,1,42.064784824455515,6,20180416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7271,2018-1398802,1,42.54282956292839,4,20180104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7272,2018-1398803,1,42.84325345445531,5,20180419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7273,2018-1398804,1,34.97250584790037,3,20180924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7274,2018-1398805,1,86.92114254995082,5,20180514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7275,2018-1398806,1,25.24695893279533,7,20180531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7276,2018-1398807,1,11.750159767807611,4,20171209,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7277,2018-1398808,1,12.450800806371756,5,20181009,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7278,2018-1398809,1,14.39938761173307,5,20171006,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7279,2018-1398810,1,34.25585607622494,5,20180713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7280,2018-1398811,1,22.07284164075185,4,20180520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7281,2018-1398812,1,21.154952403620683,4,20180711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7282,2018-1398813,1,19.272536419127363,6,20171108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7283,2018-1398814,1,59.64400705350347,5,20180418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7284,2018-1398814,2,59.64400705350347,5,20180418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7285,2018-1398815,1,59.73010380195285,6,20180511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7286,2018-1398816,1,40.21636542495348,5,20181003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7287,2018-1398817,1,18.73232149230377,4,20180507,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7288,2018-1398818,1,14.793352968551183,3,20180305,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7289,2018-1398819,1,19.788555232526853,4,20180820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7290,2018-1398820,1,22.764216624712397,5,20180131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7291,2018-1398821,1,28.84865215570262,6,20170701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7292,2018-1398822,1,16.966666064046546,5,20171006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7293,2018-1398824,1,27.945283178179633,5,20140122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7294,2018-1398825,1,40.57393856907815,5,20181009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7295,2018-1398826,1,61.446662497662444,3,20181008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7296,2018-1398827,1,68.22053312377317,5,20180313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7297,2018-1398828,1,9.309065516262047,5,20140331,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7298,2018-1398829,1,15.460361404468783,6,20160701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7299,2018-1398829,2,15.460361404468783,6,20160701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300,2018-1398830,1,31.31645220310469,1,20181001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7301,2018-1398831,1,15.370067098830145,4,20181008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7302,2018-1398833,1,18.462278455384837,5,20180518,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7303,2018-1398834,1,29.178652760536227,6,20180212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7304,2018-1398836,1,13.861506147285906,5,20180518,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7305,2018-1398837,1,53.870846832872985,5,20180129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7306,2018-1398838,1,22.84926387701494,5,20161225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7307,2018-1398839,1,34.3700647060425,5,20180209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7308,2018-1398842,1,18.165089528722643,3,20161004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7309,2018-1398843,1,17.27619102976822,6,20180712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7310,2018-1398844,1,27.318882711534236,4,20180620,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7311,2018-1398846,1,24.194957113167728,4,20180630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7312,2018-1398848,1,32.23595201654613,4,20180503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7313,2018-1398849,1,27.2386786759091,5,20170227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7314,2018-1398849,2,27.2386786759091,5,20170227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7315,2018-1398850,1,76.28738894203376,3,20180613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7316,2018-1398851,1,6.920261839397374,5,20180529,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7317,2018-1398852,1,34.781498169752425,5,20180713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7318,2018-1398854,1,45.248756378372605,4,20180606,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7319,2018-1398857,1,31.87107018374057,4,20180727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7320,2018-1398859,1,10.933037917391873,7,20140127,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7321,2018-1398860,1,14.527711599296865,7,20180612,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7322,2018-1398861,1,31.94440442144567,5,20181002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7323,2018-1398863,1,8.08394911947938,3,20180721,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7324,2018-1398864,1,32.66555212976617,7,20180622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7325,2018-1398865,1,28.80137261269716,5,20180514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7326,2018-1398866,1,21.182711319253244,7,20180627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7327,2018-1398867,1,62.615440712697584,1,20180316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7328,2018-1398868,1,23.67270563236712,4,20180226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
